persona_id,run_index,age,age_group,position,skill_level,coach_relationship,teammate_relationship,bullying,parent_support,current_mood,stress_level,overall_satisfaction,Q1_sat,Q1_imp,Q2_sat,Q2_imp,Q3_sat,Q3_imp,Q4_sat,Q4_imp,Q5_sat,Q5_imp,Q6_sat,Q6_imp,Q7_sat,Q7_imp,Q8_sat,Q8_imp,Q9_sat,Q9_imp,Q10_sat,Q10_imp,Q11_sat,Q11_imp,Q12_sat,Q12_imp,Q13_sat,Q13_imp,Q14_sat,Q14_imp,Q15_sat,Q15_imp,Q16_sat,Q16_imp,Q17_sat,Q17_imp,Q18_sat,Q18_imp,Q19_sat,Q19_imp,Q20_sat,Q20_imp,Q21_sat,Q21_imp,Q22_sat,Q22_imp,Q23_sat,Q23_imp,Q24_sat,Q24_imp,Q25_sat,Q25_imp,Q26_sat,Q26_imp,Q27_sat,Q27_imp,Q28_sat,Q28_imp,Q29_sat,Q29_imp,Q30_sat,Q30_imp,Q31_sat,Q31_imp,Q32_sat,Q32_imp,Q33_sat,Q33_imp,Q34_sat,Q34_imp,Q35_sat,Q35_imp,Q36_sat,Q36_imp,Q37_sat,Q37_imp,Q38_sat,Q38_imp,Q39_sat,Q39_imp,Q40_sat,Q40_imp,Q41_sat,Q41_imp,Q42_sat,Q42_imp,Q43_sat,Q43_imp,Q44_sat,Q44_imp,Q45_sat,Q45_imp,Q46_sat,Q46_imp,Q47_sat,Q47_imp,Q48_sat,Q48_imp,Q49_sat,Q49_imp,Q50_sat,Q50_imp,Q51_sat,Q51_imp,Q52_sat,Q52_imp,Q53_sat,Q53_imp,Q54_sat,Q54_imp,Q55_sat,Q55_imp,Q56_sat,Q56_imp,Q57_sat,Q57_imp,Q58_sat,Q58_imp,Q59_sat,Q59_imp,Q60_sat,Q60_imp,Q61_sat,Q61_imp,Q62_sat,Q62_imp,Q63_sat,Q63_imp,Q64_sat,Q64_imp,Q65_sat,Q65_imp,Q66_sat,Q66_imp,Q67_sat,Q67_imp
child_330,0,9,U10,mixed,low,bad,isolated,none,medium,neutral,45,37,8,10,5,9,4,8,9,10,6,7,4,6,9,10,5,7,5,6,2,10,2,9,2,8,3,8,2,9,2,9,4,7,3,9,2,8,3,7,1,10,1,10,4,8,6,7,5,6,3,7,6,8,4,5,5,7,5,6,4,6,8,10,7,8,9,10,7,8,8,9,7,9,6,8,5,7,5,7,5,7,4,6,5,6,6,7,5,7,5,6,6,5,5,5,3,6,3,5,4,5,2,4,3,4,2,5,4,4,4,4,2,3,1,2,2,4,2,3,1,2,3,3,6,7,5,6,4,5,3,4,5,6,5,6
child_331,0,10,U9,forward,low,good,average,none,high,excited,35,92,9,8,10,9,8,7,9,9,8,9,10,10,9,8,10,10,10,10,9,9,9,9,9,9,9,8,8,9,8,8,8,8,10,9,9,8,9,7,10,9,10,9,8,8,7,7,9,8,9,9,9,9,10,10,8,8,10,9,10,10,8,8,9,9,9,9,9,9,9,9,8,8,8,7,7,6,7,6,10,10,9,8,10,10,8,7,9,8,8,7,8,6,9,8,9,8,10,9,8,7,10,10,8,7,9,9,7,6,7,6,6,5,6,5,8,7,7,6,5,4,7,6,9,8,6,5,7,6,10,10,9,9,10,10
child_332,0,10,U8,defender,medium,good,average,mild,medium,excited,40,85,9,9,10,10,8,7,8,8,7,8,10,10,9,9,9,8,8,8,8,9,8,9,9,9,8,9,9,9,9,9,9,8,10,9,9,9,9,8,9,9,9,9,8,9,7,8,9,8,8,9,9,9,9,10,8,8,10,10,10,10,8,8,8,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,10,10,9,8,9,9,8,7,9,9,8,8,8,7,9,8,9,9,10,10,8,8,9,9,7,6,9,9,7,6,7,6,6,5,6,5,8,8,7,7,5,4,7,6,9,9,5,4,8,8,10,10,9,8,9,8
child_333,0,8,U10,forward,low,bad,strong,none,low,excited,39,16,8,9,9,8,7,7,5,6,6,8,9,8,10,10,8,9,7,8,2,9,3,8,1,7,2,7,3,8,5,7,4,6,2,9,4,7,3,6,2,9,1,9,9,8,7,8,8,9,8,8,9,9,10,10,8,7,9,9,9,9,6,7,5,8,10,10,7,8,6,7,8,9,5,6,5,6,4,5,8,9,7,8,8,9,6,7,7,8,8,8,6,5,8,7,9,8,8,7,7,6,6,5,5,5,6,5,5,5,5,5,4,3,3,2,6,5,6,5,4,3,5,6,8,8,4,4,5,5,9,8,5,6,7,7
child_334,0,10,U8,goalkeeper,medium,bad,isolated,frequent,low,happy,46,0,8,9,6,10,5,9,9,10,7,8,4,9,7,8,5,6,4,5,2,9,2,8,1,7,1,8,1,9,2,9,3,7,2,9,2,6,2,6,2,9,2,9,3,8,4,7,3,8,3,8,5,9,2,10,2,8,3,8,3,8,6,7,5,9,7,9,5,8,6,9,6,8,6,7,5,6,4,5,4,8,3,6,4,7,5,6,4,7,5,7,5,6,4,7,6,9,6,9,5,7,5,7,4,6,3,5,4,5,4,5,3,4,3,5,4,6,3,5,2,4,5,6,6,8,4,5,4,6,5,9,4,6,5,7
child_335,0,9,U8,forward,medium,neutral,isolated,none,high,frustrated,72,18,5,6,4,6,3,5,4,7,7,9,2,5,4,5,3,8,2,7,6,7,6,8,5,7,5,8,5,9,4,6,7,8,7,8,6,7,6,7,5,9,6,9,3,7,4,8,2,7,3,6,4,7,2,5,2,6,2,5,2,5,5,8,7,9,5,6,6,8,5,7,5,6,5,7,5,6,5,6,3,8,2,7,3,7,4,6,3,8,4,7,3,5,4,6,3,5,3,6,2,5,1,4,3,5,4,6,3,5,3,5,2,4,1,4,3,5,1,3,2,3,4,5,5,6,3,5,2,6,2,5,3,5,4,6
child_336,0,9,U7,midfielder,medium,good,strong,mild,low,happy,44,81,9,9,8,7,7,6,8,8,7,9,9,8,8,7,6,8,5,7,9,9,8,8,8,7,9,9,8,8,9,8,8,9,9,9,8,8,8,7,9,9,9,9,9,9,7,6,8,7,9,9,9,8,9,8,8,7,8,7,9,8,9,9,8,9,8,8,8,9,8,8,7,8,8,7,7,6,6,6,6,8,5,7,5,7,7,6,8,8,6,7,5,5,7,6,8,7,8,7,7,6,6,5,7,5,8,8,6,5,6,5,5,4,6,5,7,6,6,5,5,4,7,6,8,8,6,5,7,6,8,7,9,8,9,8
child_337,0,10,U9,defender,low,neutral,average,none,medium,excited,53,58,7,8,5,6,4,5,8,9,6,8,4,4,6,7,9,9,8,8,6,7,6,6,7,8,6,7,7,8,5,6,6,7,7,7,6,7,6,6,7,8,7,8,6,7,5,6,5,6,6,7,7,8,4,5,5,6,6,7,5,6,8,9,7,8,6,7,6,7,8,9,6,7,5,6,5,6,5,5,9,10,8,9,8,9,6,7,8,9,7,8,5,6,5,6,4,4,4,5,3,4,3,4,4,5,5,6,5,6,5,6,3,4,3,4,4,5,3,4,3,4,4,5,6,7,3,4,4,5,5,6,5,6,5,6
child_338,0,9,U9,defender,medium,good,strong,none,low,frustrated,71,55,4,5,7,9,3,4,6,7,5,8,6,4,3,3,3,9,3,8,8,9,7,8,6,7,7,8,6,9,8,7,7,8,8,9,6,7,8,7,9,10,9,10,8,9,7,8,5,6,8,9,8,9,4,5,6,7,5,6,3,5,7,8,8,9,3,3,6,7,8,8,5,4,6,7,7,8,7,8,3,9,4,7,3,8,8,8,7,9,6,8,5,4,7,8,2,3,2,3,2,3,1,2,3,3,3,4,3,3,2,3,1,2,1,2,2,3,1,2,1,2,2,3,5,5,1,2,1,2,2,3,3,4,4,5
child_339,0,8,U7,mixed,medium,neutral,average,none,medium,frustrated,66,37,5,7,7,10,6,8,8,9,5,9,6,8,6,8,4,8,3,7,6,8,5,7,4,7,5,7,6,8,5,6,6,7,4,8,5,7,6,7,3,9,2,9,6,8,5,7,4,8,6,9,7,8,5,8,5,7,5,8,4,9,6,8,6,9,7,8,6,8,7,9,6,7,5,8,5,7,5,7,4,8,3,8,4,9,6,6,5,8,4,7,6,5,5,7,6,9,5,8,4,7,5,8,5,6,6,7,5,6,5,6,4,5,4,6,5,7,5,6,3,4,5,5,7,8,4,5,5,7,7,8,6,8,6,8
child_340,0,8,U10,forward,low,neutral,average,none,medium,excited,17,80,9,9,10,10,8,7,7,8,6,9,7,6,8,8,9,10,9,9,7,7,7,7,6,8,7,8,8,9,7,8,8,9,8,9,8,8,7,7,9,8,9,9,8,8,8,7,8,7,9,8,9,9,7,6,8,8,9,9,9,9,8,9,9,10,8,8,7,7,9,9,9,8,8,7,7,8,6,7,9,10,8,9,9,10,8,8,9,9,8,8,7,6,8,7,6,5,7,6,5,4,5,5,6,5,7,7,6,5,6,5,4,4,3,3,6,5,5,4,4,3,6,5,8,8,4,3,5,4,7,6,7,7,7,7
child_341,0,9,U9,midfielder,low,neutral,strong,frequent,low,frustrated,58,31,6,8,8,9,5,7,7,8,4,9,8,9,7,10,3,6,2,5,5,6,5,7,4,8,6,7,5,7,4,6,6,7,4,8,5,6,5,5,3,8,3,8,7,8,6,7,4,7,8,9,7,8,6,9,5,7,5,8,4,7,5,8,6,9,7,10,6,8,5,8,5,9,4,8,4,6,4,5,2,7,3,6,3,7,4,6,5,8,5,7,4,5,3,6,6,8,7,8,5,6,5,7,5,5,5,6,6,5,6,5,4,4,4,5,6,6,5,5,3,3,5,5,7,7,5,5,6,8,6,7,6,5,6,5
child_342,0,10,U9,goalkeeper,high,neutral,average,none,low,excited,35,69,8,9,7,7,6,6,7,8,9,8,7,7,9,10,9,9,8,7,6,7,6,7,7,8,7,8,7,9,6,8,7,8,6,8,6,7,6,6,6,7,6,7,7,8,6,7,6,6,7,8,8,8,6,6,7,8,8,8,8,8,7,9,7,8,9,10,7,8,7,8,8,9,7,8,6,6,6,6,9,9,8,7,8,8,7,7,8,8,8,8,6,5,6,6,6,5,6,5,5,4,5,4,5,4,6,6,5,4,5,4,5,4,4,3,5,4,6,5,4,3,6,5,7,6,5,4,5,5,6,5,6,5,7,6
child_343,0,8,U7,goalkeeper,medium,good,strong,none,low,excited,39,88,9,8,10,9,9,8,8,8,9,10,10,9,10,10,10,9,9,8,9,9,8,9,9,9,8,9,9,10,9,8,8,9,9,8,9,8,8,8,10,10,10,10,10,9,9,8,9,8,10,9,10,9,10,9,9,8,10,9,10,9,9,9,9,10,10,10,9,9,8,9,9,10,8,8,8,9,7,8,10,10,8,8,9,9,9,8,10,10,9,9,7,6,10,9,10,8,10,8,8,7,9,8,8,7,9,8,8,7,7,6,6,5,5,4,9,9,8,7,5,4,7,6,10,9,6,5,7,6,10,9,8,7,9,8
child_344,0,10,U8,midfielder,low,good,strong,none,medium,excited,17,74,7,8,5,6,4,5,6,7,8,9,5,4,7,8,9,10,8,9,8,8,7,7,7,6,8,7,9,8,8,6,8,7,9,8,9,9,8,7,9,9,9,9,8,7,7,6,7,5,9,8,9,8,5,4,8,7,8,7,7,6,7,8,8,9,7,8,6,7,7,6,8,7,6,5,6,6,5,5,9,10,8,9,8,9,7,7,8,9,7,8,5,4,6,6,4,3,4,3,5,4,3,2,3,2,4,4,3,2,3,2,2,1,2,1,4,3,2,1,1,1,4,3,5,6,3,2,2,2,4,3,5,5,6,7
child_345,0,9,U10,goalkeeper,medium,good,average,none,high,excited,41,100,9,8,10,9,8,7,10,10,9,9,8,7,9,8,10,9,9,8,9,9,8,8,9,8,9,8,10,9,9,9,9,8,10,9,9,8,10,9,10,9,10,9,8,8,8,8,9,8,8,9,9,9,8,7,9,9,10,9,10,9,9,9,9,9,9,8,9,8,10,10,9,8,9,8,8,7,8,7,10,10,9,8,10,9,8,8,9,9,9,9,8,6,10,9,8,7,8,7,7,6,6,5,6,5,9,8,6,5,6,5,5,4,5,4,8,7,7,6,5,4,7,5,9,8,6,5,7,6,10,9,9,8,9,8
child_346,0,9,U10,midfielder,high,neutral,isolated,none,medium,excited,32,29,8,9,6,8,5,6,7,8,9,9,4,5,6,5,9,10,9,8,7,7,6,7,7,6,7,7,6,7,5,5,7,8,8,9,6,6,6,6,7,8,8,9,4,6,5,6,5,5,5,5,7,7,3,4,4,5,5,5,4,5,8,9,7,8,6,5,5,5,7,7,5,4,6,5,6,6,5,5,9,10,8,8,9,9,6,6,7,8,6,7,4,4,5,5,3,3,4,3,2,2,2,3,2,2,3,4,2,2,2,2,1,1,1,1,2,2,1,1,1,1,3,4,6,7,2,2,4,5,4,4,5,6,5,6
child_347,0,7,U10,goalkeeper,medium,neutral,isolated,none,low,excited,22,18,9,8,8,9,6,7,7,8,8,9,5,6,7,8,9,9,9,8,6,7,6,7,7,8,7,8,7,8,5,6,6,7,6,8,7,8,6,7,6,8,6,8,4,6,5,6,5,7,4,6,6,7,5,6,5,6,5,6,5,7,8,9,7,8,7,8,8,9,8,9,7,8,7,8,6,7,5,6,9,9,8,8,8,8,7,7,7,8,8,9,6,5,6,7,5,6,5,6,5,6,5,6,5,6,6,7,5,5,5,5,5,5,5,5,5,6,5,6,4,5,4,5,6,7,4,5,4,5,5,6,6,7,6,7
child_348,0,9,U9,defender,low,good,strong,mild,high,frustrated,67,63,7,8,9,9,6,7,5,8,8,9,8,7,7,8,4,9,3,8,8,9,8,8,7,8,7,9,6,9,7,8,8,8,9,9,7,8,8,7,9,9,9,9,8,9,7,8,6,8,9,9,9,9,7,6,6,8,6,7,5,7,7,8,8,9,7,8,6,8,5,8,7,8,6,8,6,7,5,6,3,9,4,9,4,8,6,8,6,8,5,8,6,5,7,8,8,7,7,7,6,5,5,5,6,6,8,8,6,6,6,6,5,4,4,5,7,6,5,4,4,3,5,5,7,7,5,4,6,5,7,6,7,7,8,8
child_349,0,7,U9,midfielder,medium,good,average,none,low,excited,21,91,9,9,10,10,8,8,9,10,8,9,8,8,9,9,10,10,9,8,8,9,9,9,9,8,8,8,8,9,8,9,9,8,9,9,9,8,9,8,9,9,9,9,8,9,8,8,8,8,9,9,9,9,7,7,8,8,9,9,9,9,8,9,9,10,9,9,8,9,9,8,8,9,8,8,7,7,6,6,10,10,9,8,9,9,8,8,9,9,8,8,7,7,6,6,8,7,8,7,7,6,7,6,5,5,8,8,5,5,5,5,6,6,5,5,7,7,6,6,5,5,7,7,8,8,5,5,6,6,9,9,8,8,8,8
child_350,0,9,U8,goalkeeper,medium,neutral,isolated,none,low,neutral,52,32,7,9,8,10,5,8,6,9,6,8,4,6,8,10,5,7,4,6,6,7,6,7,5,6,6,7,7,8,5,7,7,8,5,7,6,6,6,7,5,7,5,7,3,8,4,7,4,6,5,8,6,9,3,5,4,6,4,6,3,5,7,9,7,9,8,10,6,8,5,7,8,9,6,7,5,6,5,6,5,8,5,7,5,8,6,7,5,7,6,8,3,5,2,5,3,6,3,6,4,5,3,4,4,5,3,5,4,5,3,4,2,3,2,3,4,6,4,5,2,3,3,5,7,8,3,4,4,5,3,5,5,7,5,7
child_351,0,8,U8,midfielder,high,neutral,average,mild,low,excited,47,41,9,8,7,6,6,5,8,7,9,8,7,5,8,8,9,9,8,7,6,7,6,6,7,7,6,7,6,7,6,8,7,7,5,8,7,7,5,6,5,9,5,9,6,7,5,6,6,5,7,6,8,8,5,5,6,6,7,7,8,6,7,8,8,8,9,8,7,7,8,8,7,7,7,6,6,6,5,5,9,9,8,7,8,8,6,6,7,7,7,6,6,5,6,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,3,4,3,4,3,4,3,3,2,5,4,6,5,4,3,5,5,6,6,6,6,6,6
child_352,0,10,U10,defender,medium,good,strong,none,low,excited,34,77,9,8,10,10,8,7,8,8,8,9,9,8,7,8,10,10,9,9,9,8,9,8,9,9,8,8,8,9,9,8,8,8,9,8,9,9,8,7,9,8,9,8,9,8,8,7,9,8,10,9,10,9,8,7,9,8,9,8,10,9,9,8,9,9,8,8,9,9,9,8,9,8,8,8,8,7,8,7,10,10,9,9,10,10,8,7,9,9,9,8,8,7,9,8,8,7,8,7,7,6,7,6,6,5,8,7,6,5,6,5,5,4,6,5,8,7,7,6,5,4,7,6,9,8,5,4,7,6,9,8,9,8,10,10
child_353,0,9,U7,goalkeeper,medium,neutral,average,mild,high,excited,27,76,8,9,7,9,5,6,8,8,7,8,6,5,6,7,9,9,8,8,6,8,6,8,5,7,7,8,7,9,6,7,7,9,8,9,6,7,7,8,8,9,8,9,6,7,5,6,5,6,7,8,7,8,5,6,6,7,7,8,8,8,8,9,7,9,6,7,7,8,8,9,7,8,6,7,7,8,6,7,9,9,7,8,8,9,7,8,8,9,8,9,5,6,6,7,4,5,4,5,4,5,3,4,4,5,5,6,3,4,3,4,2,3,2,3,2,3,3,4,2,3,5,6,6,7,4,5,4,5,6,7,5,6,6,7
child_354,0,7,U9,defender,medium,bad,average,none,low,excited,56,36,8,7,6,7,5,6,9,8,7,8,6,5,5,6,9,9,8,8,3,10,2,9,2,8,2,7,2,8,3,9,2,6,3,7,2,8,2,7,1,9,1,9,6,8,7,8,5,7,6,8,7,8,4,5,5,7,5,7,6,8,6,7,5,7,5,6,4,6,7,7,4,5,5,5,4,6,4,6,9,9,7,8,8,8,6,7,6,8,5,7,7,5,5,6,4,4,4,5,3,4,3,4,4,5,3,4,5,5,5,5,3,4,3,4,5,6,4,5,2,3,4,4,6,7,3,4,4,5,5,6,4,6,5,6
child_355,0,7,U9,forward,low,good,strong,none,high,neutral,49,100,8,7,9,9,7,6,9,8,7,9,8,7,6,7,8,9,7,8,9,9,8,8,8,8,8,8,9,9,9,8,9,9,9,8,8,7,9,9,9,9,9,9,9,9,8,7,8,7,9,8,9,9,7,6,8,8,9,8,8,7,9,9,8,9,6,7,8,8,9,9,8,8,8,8,7,7,7,6,8,9,7,8,8,9,7,7,9,9,8,8,6,5,7,7,8,7,8,6,7,5,6,5,7,5,8,8,7,5,6,5,5,4,4,3,5,4,5,4,4,3,6,5,7,6,4,3,5,4,8,7,9,9,9,9
child_356,0,10,U9,forward,medium,good,average,none,high,frustrated,71,58,6,8,5,7,5,6,4,8,7,9,5,7,7,8,4,9,3,8,8,9,7,8,6,7,7,8,6,9,7,8,8,9,6,9,7,8,6,7,8,9,9,10,5,7,5,6,4,5,5,7,7,8,5,6,5,7,5,6,4,5,7,9,8,9,7,8,7,9,5,8,6,8,6,7,5,8,5,7,3,9,4,8,4,9,6,8,5,8,5,7,6,6,5,7,4,5,4,5,4,5,3,4,4,5,6,7,5,6,5,6,3,4,2,3,3,4,3,4,2,3,5,6,6,7,4,5,5,6,6,7,6,8,7,8
child_357,0,10,U10,defender,medium,good,average,none,high,excited,39,59,8,9,7,6,6,5,5,8,7,9,7,7,8,8,9,10,9,10,8,9,8,9,8,8,7,8,8,9,8,8,7,7,8,8,8,8,7,6,9,9,9,9,7,8,7,8,8,8,7,8,9,9,7,6,8,8,8,8,8,8,8,9,7,9,8,8,7,8,6,7,7,8,6,7,5,6,5,6,9,10,8,9,9,10,8,7,9,10,8,9,7,6,8,8,7,6,8,7,6,5,7,6,6,5,8,8,7,6,7,6,5,4,5,4,6,5,6,5,4,3,6,5,8,7,6,4,6,5,8,9,7,6,8,7
child_358,0,7,U9,forward,low,bad,average,none,medium,excited,47,40,8,9,6,5,5,4,7,8,6,7,6,5,5,7,9,9,8,8,3,10,2,10,3,8,4,8,2,9,3,9,5,6,2,9,4,7,2,8,1,10,1,10,6,8,7,7,6,6,7,7,8,8,5,4,6,7,7,7,8,8,7,8,6,8,5,7,6,8,7,8,6,6,5,7,4,6,4,5,9,10,8,9,8,9,7,8,7,8,8,9,6,5,7,6,5,4,5,4,4,5,4,3,5,4,5,5,6,5,5,5,3,3,3,2,4,4,4,4,3,2,5,4,6,5,3,3,5,4,4,5,5,5,5,5
child_359,0,8,U7,midfielder,high,good,strong,none,high,excited,44,100,9,10,10,10,8,9,7,8,9,9,10,10,8,9,10,10,9,9,9,10,9,10,10,9,9,9,9,9,10,10,8,8,10,9,9,9,9,8,10,10,10,10,10,10,9,9,10,9,10,10,10,10,9,9,9,8,10,9,10,10,8,9,9,9,8,9,9,9,8,9,9,9,8,8,7,8,6,7,10,10,9,9,10,10,9,8,10,10,9,9,8,7,10,10,9,9,10,10,8,8,9,9,8,7,9,9,8,7,8,7,7,6,8,7,9,8,7,6,6,5,8,7,9,8,7,6,9,8,10,10,9,9,10,10
child_360,0,7,U10,goalkeeper,low,good,average,frequent,high,neutral,50,73,9,9,8,8,7,7,8,8,5,6,8,8,6,7,6,7,4,5,8,9,7,8,7,8,7,8,8,8,9,9,7,7,8,8,7,7,8,8,8,9,9,9,5,6,6,7,6,7,6,7,8,8,9,9,6,7,7,8,6,7,5,6,6,7,7,8,6,7,8,8,6,7,5,6,4,5,3,4,5,6,6,6,5,5,4,5,5,5,6,7,6,6,7,7,9,9,8,8,7,7,7,7,6,6,8,8,7,7,6,6,5,5,4,4,8,8,5,5,3,4,5,5,8,8,4,4,6,6,8,8,7,7,7,7
child_362,0,7,U8,defender,medium,neutral,average,mild,high,neutral,49,75,8,9,9,9,7,8,8,10,6,7,9,9,5,6,6,5,5,6,7,8,7,8,6,7,6,7,6,8,6,8,7,8,8,9,6,7,7,6,9,10,9,10,6,7,7,8,5,6,7,8,8,9,8,9,6,7,5,6,6,7,7,8,6,8,5,6,6,7,7,8,7,8,8,9,5,6,4,5,6,7,5,6,6,7,6,5,6,7,6,7,5,4,7,8,8,9,8,9,7,8,7,8,6,7,7,8,6,7,6,7,4,5,3,4,5,6,6,7,4,5,5,6,8,9,4,5,5,6,8,9,7,8,8,9
child_363,0,8,U7,forward,medium,neutral,average,mild,high,frustrated,61,56,6,8,5,7,4,6,6,9,7,9,5,6,6,8,3,8,3,7,5,7,5,7,4,6,6,8,6,9,5,6,7,8,5,8,5,7,6,8,4,9,5,9,5,7,4,6,3,5,5,7,7,8,5,6,4,7,4,6,4,6,6,9,7,8,6,8,7,8,6,7,6,8,5,7,6,7,5,6,3,9,4,8,4,8,5,7,6,8,5,8,5,4,5,6,4,5,4,5,4,5,5,6,5,5,5,6,5,5,5,5,4,4,3,4,5,5,4,4,3,3,4,5,6,6,4,4,5,5,4,6,5,6,5,6
child_364,0,10,U10,midfielder,medium,good,strong,mild,high,neutral,51,85,9,10,10,10,8,7,8,8,7,9,9,8,8,9,7,8,6,7,8,9,8,8,7,8,8,9,8,9,9,8,8,9,9,9,8,7,9,8,9,9,9,9,9,9,8,7,9,8,10,9,10,9,8,8,8,7,9,9,9,8,8,9,8,9,8,9,9,9,8,8,8,9,7,8,8,7,7,6,7,8,6,7,7,8,8,8,8,8,7,7,6,5,8,8,8,7,8,7,7,6,7,6,7,6,8,8,7,6,7,6,6,5,6,5,7,7,7,6,6,5,7,6,8,9,5,5,6,6,8,9,8,8,9,9
child_365,0,7,U8,midfielder,medium,good,strong,mild,low,excited,42,74,9,9,10,9,8,7,6,8,8,8,10,10,6,5,9,9,9,8,8,8,8,8,8,8,7,8,8,9,9,9,7,7,9,9,8,9,8,8,9,9,9,9,10,10,9,9,9,9,10,10,10,10,10,9,9,8,10,9,10,10,8,8,7,9,6,5,8,8,7,7,7,8,6,7,7,8,6,6,10,10,9,8,9,8,8,7,9,8,8,7,7,6,8,7,9,8,9,9,8,8,9,9,7,6,9,9,7,6,7,6,6,5,5,5,7,7,6,5,4,4,5,5,9,8,6,5,7,6,10,9,8,8,9,9
child_366,0,9,U9,defender,high,bad,strong,none,high,excited,44,72,9,10,7,8,6,7,7,8,8,9,8,9,8,9,9,10,8,9,3,9,3,8,4,8,4,8,4,9,5,8,4,9,5,10,3,8,4,8,2,10,2,10,8,9,8,8,7,8,9,10,9,10,6,7,7,8,8,9,9,10,8,9,8,9,8,9,7,9,7,8,7,8,6,8,6,7,6,7,9,10,8,9,9,10,7,8,9,10,8,9,6,5,8,7,7,6,7,6,6,5,5,4,5,4,6,5,5,5,5,5,4,3,3,2,5,6,4,4,3,2,4,5,8,9,3,2,4,5,6,7,5,6,6,7
child_367,0,9,U8,midfielder,medium,neutral,isolated,none,high,excited,32,74,9,8,9,9,6,7,10,10,8,9,6,5,7,8,10,9,9,8,6,7,7,8,7,8,6,7,7,9,5,7,8,9,7,8,8,8,5,6,8,9,8,9,4,6,6,7,5,6,5,6,8,8,5,6,6,7,7,8,6,7,9,9,10,10,8,9,9,9,10,10,8,9,9,9,8,7,6,6,10,10,8,8,9,9,7,8,9,8,8,8,6,5,7,7,5,6,5,6,4,5,5,6,4,5,6,6,6,6,5,5,3,4,2,3,4,5,3,4,3,3,4,5,8,9,2,3,5,6,5,6,7,8,6,7
child_368,0,8,U10,forward,medium,good,average,none,medium,frustrated,56,48,5,7,8,9,7,8,6,7,6,9,7,8,6,8,4,8,3,6,8,8,8,8,7,7,7,7,6,8,8,8,7,6,6,8,6,7,8,7,9,9,9,9,6,7,5,7,4,6,6,8,7,8,7,8,5,6,5,6,4,6,5,7,6,9,6,8,6,8,5,7,6,8,5,7,5,6,5,6,3,8,2,7,3,8,5,7,6,7,5,7,6,6,7,7,7,7,7,7,5,6,5,6,6,5,7,6,6,5,5,5,4,4,5,5,6,6,6,6,4,4,5,5,6,6,5,5,5,6,7,7,6,6,7,7
child_369,0,7,U7,defender,low,good,average,mild,low,excited,39,55,8,9,7,8,6,7,5,8,7,9,6,7,5,6,9,10,8,9,9,9,8,8,7,7,8,8,7,8,8,8,8,8,9,9,8,7,8,8,9,9,9,9,6,6,7,7,7,7,7,8,8,9,5,6,7,7,8,8,8,9,7,8,7,9,5,6,7,8,6,7,5,6,5,6,5,6,4,5,9,10,8,9,8,9,6,7,7,8,6,7,5,6,6,6,5,5,5,5,5,5,5,5,6,6,7,7,5,5,5,5,4,4,5,5,6,6,5,5,3,3,5,5,6,7,4,4,5,5,6,7,6,6,6,7
child_370,0,10,U7,forward,low,good,strong,mild,low,neutral,49,72,8,9,9,10,7,8,7,8,6,9,9,10,7,8,6,10,5,7,8,9,7,9,8,8,7,8,8,9,8,9,7,8,8,9,7,8,6,7,8,9,8,9,9,10,8,9,7,8,9,10,9,10,8,9,7,8,8,9,9,10,7,8,7,9,8,9,7,9,6,8,8,9,6,7,6,7,5,6,6,10,5,8,6,9,6,8,7,9,6,8,5,6,7,8,8,9,9,10,7,8,8,9,5,6,7,8,5,6,5,6,4,5,6,7,7,8,7,8,5,6,6,7,9,10,5,6,7,8,8,9,8,9,9,10
child_371,0,8,U7,midfielder,low,neutral,average,none,high,anxious,63,50,6,8,5,7,4,6,5,7,7,9,5,5,6,8,4,6,3,5,5,7,6,8,5,7,6,8,7,9,4,6,6,8,5,7,4,6,5,6,3,9,4,8,5,6,5,7,4,6,5,7,6,8,5,5,4,6,4,6,4,5,6,8,7,9,6,8,5,7,5,6,6,7,5,6,5,7,4,6,5,8,4,7,5,8,5,7,4,7,5,7,4,5,5,6,3,4,3,5,4,5,3,4,4,4,5,6,4,5,3,4,2,3,3,4,4,5,2,3,2,3,3,4,4,5,2,3,3,4,5,6,5,6,5,6
child_372,0,7,U10,midfielder,low,good,average,none,medium,anxious,68,62,6,8,7,9,5,7,8,9,5,6,6,7,4,8,5,7,4,6,8,9,7,8,6,7,6,8,5,8,7,9,7,8,7,9,6,7,5,6,8,9,8,9,6,8,5,6,5,6,6,7,7,8,5,6,6,7,5,6,5,6,6,7,6,7,5,8,5,7,7,8,6,7,5,6,4,5,4,5,5,7,5,6,5,6,4,5,5,6,4,5,5,6,5,7,6,7,6,7,5,6,4,5,5,6,6,7,5,6,5,6,4,5,4,5,5,6,5,6,4,5,5,6,6,7,4,5,5,6,6,7,7,8,7,8
